Company,Report_File,Sentence,Predicted_Label,Raw_Score,Sentiment,Risk_Score
UNILEVER,UNILEVER.pdf,"Aligned to our Sustainability Goals HUL demonstrates its Key ESG Focus Areas Climate Livelihood Nature Plastics 02 HINDUSTAN UNILEVER LIMITED Contents PRINCIPLE 5 48 Businesses should respect 04 Independent Practitioners’ Reasonable and Limited and promote Assurance Report human rights 10 Section A General disclosures 20 S ection B Management and process disclosures 26 S ection C Principle wise performance disclosure PRINCIPLE 1 26 PRINCIPLE 6 54 Businesses should Businesses should conduct and govern respect and make themselves with efforts to protect integrity, and in and restore a manner that is the environment ethical, transparent, and accountable PRINCIPLE 2 30 PRINCIPLE 7 66 Businesses should Businesses, when provide goods and engaging in services in a manner influencing public that is sustainable and regulatory and safe policy, should do so in a manner that is responsible and transparent PRINCIPLE 3 36 PRINCIPLE 8 68 Businesses should Businesses respect and promote should promote the well-being of inclusive growth all employees, and equitable including those in development their value chains PRINCIPLE 4 44 PRINCIPLE 9 72 Businesses should Businesses should respect the interests engage with and of and be responsive provide value to to all its stakeholders their consumers in a responsible manner INTEGRATED REPORT 2024-25 03 Business Responsibility and Sustainability Report Independent Practitioners’ Reasonable and Limited Assurance Report To the Board of Directors of Hindustan Unilever Limited Assurance report on select sustainability disclosures in the Annual Report Assurance report on select sustainability disclosures in the Annual Report prepared in accordance with the Business Responsibility and Sustainability Reporting (BRSR) framework (called ‘Identified Sustainability Information’ (ISI)) of Hindustan Unilever Limited and its wholly owned subsidiaries (together called as ‘HUL Group’ or the ‘Company’) for the period from 1st April, 2024 to 31st March, 2025 Reasonable Assurance Opinion and Limited Assurance Conclusion We have performed an assurance engagement on the Identified Sustainability Information (ISI) as detailed in the table below: Identified Sustainability Information subject to Period subject to assurance assurance Level of assurance Reporting criteria BRSR Core Attributes From 1st April, 2024 Reasonable • R egulation 34(2)(f) of the Securities and Exchange (Refer to Appendix A) to 31st March, 2025 assurance Board of India (SEBI) Listing Obligations and Disclosure Requirements (SEBI LODR) • Guidance note for BRSR format issued by SEBI • Greenhouse Gas (GHG) Protocol (A Corporate Accounting and Reporting Standard) (Revised) developed by World Resources Institute (WRI) / World Business Council for Sustainable Development (WBCSD) Select sustainability From 1st April, 2024 Limited • R egulation 34(2)(f) of the Securities and Exchange disclosures in the BRSR to 31st March, 2025 Assurance Board of India (SEBI) Listing Obligations and Report (which are not Disclosure Requirements (SEBI LODR) part of the BRSR Core) • Guidance note for BRSR format issued by SEBI (refer Appendix B) This engagement was conducted by a multidisciplinary Boundary as set out in Section A: General Disclosures 13 of team including assurance practitioners, engineers, the Business Responsibility and Sustainability Report.",Social,0.5799157023429871,Positive,-0.2899578511714935
UNILEVER,UNILEVER.pdf,environmental and social professionals.,Environmental,0.8825542330741882,Neutral,0.1765108466148376
UNILEVER,UNILEVER.pdf,"Limited assurance conclusion For the purposes of the remainder of our assurance report: Based on the procedures performed and evidence • “Information covered by Reasonable Assurance” refers obtained, nothing has come to our attention to cause to the Identified Sustainability Information identified us to believe that the HUL Group’s Information covered above that was covered by reasonable assurance; by Limited Assurance in the Business Responsibility and • “Information covered by Limited Assurance” refers to Sustainability Report (which are not part of the BRSR the Identified Sustainability Information identified Core) relating to the BRSR attributes for the period from above that was covered by limited assurance; 1st April, 2024 to 31st March, 2025, is not prepared, in all • “Assured Sustainability Information” refers to all material respects, in accordance with the Regulation 34(2) Identified Sustainability Information covered by (f) of the Securities and Exchange Board of India (SEBI) assurance (both reasonable assurance and limited Listing Obligations and Disclosure Requirements (SEBI assurance); and LODR) and the Reporting Boundary as set out in Section A: • “Applicable Criteria” refers to the reporting criteria General Disclosures 13 of the Business Responsibility and relevant to the information covered by assurance as Sustainability Report.",Governance,0.5598729848861694,Neutral,0.1119745969772338
UNILEVER,UNILEVER.pdf,"Basis for opinion and conclusion We conducted our engagement in accordance with Reasonable assurance opinion Standard on Sustainability Assurance Engagements In our opinion, the HUL Group’s Information covered by (SSAE) 3000, Assurance Engagements on Sustainability Reasonable Assurance in the Business Responsibility and Information and SAE 3410 Assurance Engagements on Sustainability Report for the period from 1st April, 2024 to Greenhouse Gas Statements issued by the Sustainability 31st March, 2025, is prepared, in all material respects, in Reporting Standards Board of the Institute of Chartered accordance with the Regulation 34(2)(f) of the Securities Accountants of India (‘ICAI’).",Social,0.5138220191001892,Neutral,0.1027644038200378
UNILEVER,UNILEVER.pdf,Our responsibilities under and Exchange Board of India (SEBI) Listing Obligations those standards are further described in the “Our and Disclosure Requirements (SEBI LODR) and the responsibilities” section of our report.,Governance,0.783075749874115,Neutral,0.156615149974823
UNILEVER,UNILEVER.pdf,Greenhouse Gas (GHG) Protocol (A Corporate Accounting and Reporting Standard) (Revised) developed by World We are required to comply with the independence Resources Institute (WRI) / World Business Council for and other ethical requirements of the Code of Ethics Sustainable Development (WBCSD) and the Reporting issued by the ICAI.,Environmental,0.9551047086715698,Positive,-0.4775523543357849
UNILEVER,UNILEVER.pdf,"04 HINDUSTAN UNILEVER LIMITED Our firm applies Standard on Quality Control (SQC) 1, Management’s responsibilities for “Quality Control for Firms that Perform Audits and Reviews Assured Sustainability Information of Historical Financial Information, and Other Assurance and Related Services Engagements” issued by the ICAI.",Governance,0.905023753643036,Neutral,0.1810047507286072
UNILEVER,UNILEVER.pdf,"The management of the Company are responsible for: This standard requires the firm to design, implement • designing, implementing and maintaining internal and operate a system of quality management, including control relevant to the preparation of the Assured policies or procedures regarding compliance with ethical Sustainability Information that is free from material requirements, professional standards and applicable misstatement, whether due to fraud or error; legal and regulatory requirements.",Governance,0.9499102234840392,Negative,0.9499102234840392
UNILEVER,UNILEVER.pdf,• selecting or developing suitable criteria for preparing We believe that the evidence we have obtained is sufficient the Assured Sustainability Information and and appropriate to provide a basis for our reasonable appropriately referring to or describing the criteria; assurance opinion and limited assurance conclusion.,,0.6993052363395691,Neutral,0.1398610472679138
UNILEVER,UNILEVER.pdf,• preparing/fairly stating/properly calculating the Other information Assured Sustainability Information in accordance with the Applicable Criteria; Management and the Board of Directors are responsible • ensuring the reporting criteria is available for the for the other information.,Governance,0.8739551901817322,Neutral,0.1747910380363464
UNILEVER,UNILEVER.pdf,"The other information comprises intended users with relevant explanation; the information included in the Company’s Annual Report (but does not include the BRSR attributes and assurance • establishing targets, goals and other performance report thereon).",Governance,0.6734634041786194,Neutral,0.1346926808357239
UNILEVER,UNILEVER.pdf,"The Company’s Annual Report is measures, and implementing actions to achieve such expected to be made available to us after the date of this targets, goals and performance measures; assurance report.",,0.7669170498847961,Neutral,0.1533834099769592
UNILEVER,UNILEVER.pdf,"• providing the details of the management personnel who takes ownership of the ISI disclosed in the report; Our reasonable and limited assurance on ISI does not cover the other information and we are not expressing any • ensuring compliance with law, regulation or form of assurance conclusion thereon.",Governance,0.8457449078559875,Positive,-0.4228724539279938
UNILEVER,UNILEVER.pdf,"applicable contracts; • making judgements and estimates that are reasonable In connection with our assurance on the ISI, our in the circumstances; responsibility is to read the other information identified above when it becomes available, and in doing so, consider • identifying and describing any inherent limitations in whether other information is materially inconsistent with the measurement or evaluation of information covered the ISI, or our knowledge obtained in the assurance, or by assurance in accordance with the reporting criteria; otherwise appears to be materially misstated.",,0.9807032346725464,Neutral,0.1961406469345092
UNILEVER,UNILEVER.pdf,"• preventing and detecting fraud; When we read the annual report, if we conclude that • selecting the content of the ISI, including identifying there is a material misstatement therein, we are required and engaging with intended users to understand their to communicate the matter to those charged with information needs; governance and describe actions applicable under the • informing us of other information that will be applicable laws and regulations.",Governance,0.9182324409484864,Negative,0.9182324409484864
UNILEVER,UNILEVER.pdf,"included with the ISI; Other Matter • supervision of other staff involved in the preparation of the ISI; and The reporting boundary of the ISI in the BRSR attached herewith is based on the sustainability information for Those charged with governance are responsible for entities considered for preparation of consolidated overseeing the reporting process for the Company’s financial statements, other than two partly owned Assured Sustainability Information.",Governance,0.8997771739959717,Neutral,0.1799554347991943
UNILEVER,UNILEVER.pdf,subsidiaries and a joint venture.,,0.9937795996665956,Neutral,0.1987559199333191
UNILEVER,UNILEVER.pdf,"In our opinion and Inherent limitations according to the information and explanations given to us by the Management, the sustainability information The preparation of the HUL Group’s BRSR information relating to these entities is not qualitatively and requires the management to establish or interpret the quantitatively material for the BRSR.",,0.9479940533638,Neutral,0.18959881067276
UNILEVER,UNILEVER.pdf,"criteria, make determinations about the relevancy of information to be included, and make estimates and Our opinion is not modified in respect of this matter.",,0.9870051145553588,Neutral,0.1974010229110717
UNILEVER,UNILEVER.pdf,assumptions that affect the reported information.,,0.9943857192993164,Neutral,0.1988771438598633
UNILEVER,UNILEVER.pdf,"Intended use or purpose Measurement of certain amounts and BRSR attributes, The ISI and our reasonable and limited assurance report some of which are estimates, is subject to substantial are intended for users who have reasonable knowledge inherent measurement uncertainty, for example GHG of the BRSR attributes, the reporting criteria and ISI and emissions, water footprint, energy footprint.",Environmental,0.9881575703620912,Neutral,0.1976315140724182
UNILEVER,UNILEVER.pdf,Obtaining who have read the information in the ISI with reasonable sufficient appropriate evidence to support our opinion/ diligence and understand that the ISI is prepared and conclusion does not reduce the uncertainty in the assured at appropriate levels of materiality.,,0.9138838052749634,Neutral,0.1827767610549927
UNILEVER,UNILEVER.pdf,amounts and metrics.,,0.9905909895896912,Neutral,0.1981181979179382
UNILEVER,UNILEVER.pdf,Our opinion is not modified in respect of this matter.,,0.9893866777420044,Neutral,0.1978773355484009
UNILEVER,UNILEVER.pdf,"The absence of a significant body of established practice on which to draw to evaluate and measure non-financial information allows for different, but acceptable, measures and measurement techniques and can affect comparability between entities.",,0.981063187122345,Neutral,0.196212637424469
UNILEVER,UNILEVER.pdf,"INTEGRATED REPORT 2024-25 05 Business Responsibility and Sustainability Report Our responsibilities • through inquiries, obtained an understanding of We are responsible for: the Company’s control environment, processes and information systems relevant to the preparation of • Planning and performing the engagement to obtain the information covered by limited assurance, but did a reasonable assurance and limited assurance on the not evaluate the design of particular control activities, Assured Sustainability Information about whether the obtain evidence about their implementation or test ISI is free from material misstatement, whether due to their operating effectiveness; fraud or error; • made inquiries of relevant staff at corporate and • forming an independent reasonable assurance opinion selected locations responsible for the preparation of and limited assurance conclusion, based on the the Information covered by limited assurance; procedures we have performed and the evidence we • undertook site visits at 5 plants of HUL Group and have obtained; and Corporate office; we selected these sites based on the • reporting reasonable assurance opinion and limited relative size of the GHG emissions, water footprint, assurance conclusion to the Board of Directors of HUL.",Governance,0.7636626362800598,Negative,0.7636626362800598
UNILEVER,UNILEVER.pdf,"energy footprint of these locations to the total and unexpected fluctuations in the information covered by Summary of the work we performed as the limited assurance since the prior period; basis for our opinion/conclusion • inspected, at each site visited, a limited number of items We exercised professional judgement and maintained to or from supporting records, as appropriate; professional skepticism throughout the engagement.",Social,0.855850875377655,Neutral,0.171170175075531
UNILEVER,UNILEVER.pdf,"• applied analytical procedures, as appropriate; We designed and performed our procedures to obtain • recalculated the information covered by limited evidence that is sufficient and appropriate to provide a assurance based on the criteria; and basis for our reasonable assurance opinion and limited assurance conclusion.",,0.7717506289482117,Neutral,0.1543501257896423
UNILEVER,UNILEVER.pdf,"• evaluated the overall presentation of the information covered by limited assurance to determine whether it is consistent with the criteria and in line with our overall Reasonable assurance opinion knowledge of, and experience with, the Company’s The nature, timing, and extent of the procedures selected occupational health and safety.",Social,0.946524977684021,Neutral,0.1893049955368042
UNILEVER,UNILEVER.pdf,"depended on our judgement, including an assessment of the risks of material misstatement of the information The procedures performed in a limited assurance covered by reasonable assurance, whether due to fraud engagement vary in nature and timing from, and are less or error.",,0.8429811000823975,Negative,0.8429811000823975
UNILEVER,UNILEVER.pdf,"We identified and assessed the risks of material in extent than for, a reasonable assurance engagement.",,0.6996591091156006,Neutral,0.1399318218231201
UNILEVER,UNILEVER.pdf,"misstatement through understanding the information Consequently, the level of assurance obtained in a covered by reasonable assurance and the engagement limited assurance engagement is substantially lower circumstances.",,0.7014461159706116,Neutral,0.1402892231941223
UNILEVER,UNILEVER.pdf,We also obtained an understanding of than the assurance that would have been obtained had a the internal control relevant to the information covered reasonable assurance engagement been performed.,Governance,0.7617968320846558,Neutral,0.1523593664169311
UNILEVER,UNILEVER.pdf,by reasonable assurance in order to design procedures Exclusions: that are appropriate in the circumstances but not for the purpose of expressing an opinion on the effectiveness of Our assurance scope excludes the following and therefore internal controls.,,0.5757880806922913,Neutral,0.1151576161384582
UNILEVER,UNILEVER.pdf,"In carrying out our engagement, we: we will not express an opinion/ a conclusion on the same: • assessed the suitability of the criteria used by the entity • The HUL Group’s statements that describe the strategy, in preparing the reasonable assurance information; progress on goals (other than those listed under the • evaluated the appropriateness of reporting policies, scope of assurance), expression of opinion, claims, quantification methods and models used in the belief, aspiration, expectation, aim to future intention preparation of the information covered by reasonable provided by the Company; assurance and the reasonableness of estimates made • The statements that describe expression of opinion, by the entity; and belief, aspiration, expectation, aim, or future intentions • evaluated the overall presentation of the information provided by the Company; covered by reasonable assurance.",,0.9132991433143616,Neutral,0.1826598286628723
UNILEVER,UNILEVER.pdf,"• Operations of the HUL Group other than those mentioned in the “Scope of Assurance”; Limited assurance conclusion • Aspects of the BRSR attributes and the data/information Our procedures selected depended on our understanding (qualitative or quantitative) other than the ISI; and of the information covered by limited assurance and other • Data and information outside the defined reporting engagement circumstances, and our consideration of period from 1st April, 2024 to 31st March, 2025. areas where material misstatements are likely to arise.",,0.6756833791732788,Negative,0.6756833791732788
UNILEVER,UNILEVER.pdf,"In carrying out our engagement, we: For B S R & Co. LLP • assessed the suitability of the criteria used by the Chartered Accountants entity in preparing the information covered by Firm registration No.",Governance,0.7784857749938965,Neutral,0.1556971549987793
UNILEVER,UNILEVER.pdf,"101248W/W-100022 limited assurance; • interviewed senior management and relevant staff at corporate and selected locations concerning Aniruddha Godbole policies for environmental, social and occupational Partner health and safety, and the implementation of these Membership No: 105149 across the business; ICAI UDIN: 25105149BMLWYN6113 06 HINDUSTAN UNILEVER LIMITED Appendix – A Appendix A – BRSR Core attributes - Reasonable assurance for financial year 2024-25 Sr. No.",Social,0.7083424925804138,Neutral,0.1416684985160827
UNILEVER,UNILEVER.pdf,"BRSR Core Indicator Description of Indicator 1 Section C – Principle 1 – E8 Number of days of accounts payable 2 Section C – Principle 1 – E9 Concentration of purchases & sales done with trading houses, dealers, and related parties Loans and advances & investments with related parties 3 Section C – Principle 3 – E1(c) Spending on measures towards well-being of employees and workers – cost incurred as a % of total revenue of the company 4 Section C – Principle 3 – E11 Details of safety related incidents including lost time injury frequency rate, recordable work-related injuries, no.",Social,0.931416928768158,Neutral,0.1862833857536316
UNILEVER,UNILEVER.pdf,"of fatalities 5 Section C – Principle 5 – E3(b) Gross wages paid to females as % of wages paid 6 Section C – Principle 5 – E7 Complaints filed under the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013, including complaints reported, complaints as a % of female employees, and complaints upheld 7 Section C – Principle 6 – E1 Details of total energy consumption (in Joules or multiples) and its intensity 8 Section C – Principle 6 – E3 Total volume of water withdrawal by source and water consumption in Kilolitres and its intensity 9 Section C – Principle 6 – E4 Water discharge by destination and level of treatment (in kilolitres) 10 Section C – Principle 6 – E7 Details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) and its intensity 11 Section C – Principle 6 – E9 Details related to waste generated by category, waste recovered through recycling, re-using or other recovery operations, waste disposed by nature of disposal method and its intensity 12 Section C – Principle 8 – E4 Input material sourced from following sources as % of total purchases – Directly sourced from MSMEs/ small producers and from within India 13 Section C – Principle 8 – E5 Job creation in smaller towns – Wages paid to persons employed in smaller towns (permanent or non-permanent /on contract) as % of total wage cost 14 Section C – Principle 9 – E7 Instances involving loss / breach of data of customers as a percentage of total data breaches or cyber security events INTEGRATED REPORT 2024-25 07 Business Responsibility and Sustainability Report Appendix B – BRSR attributes (not part of BRSR Core) - Limited assurance for financial year 2024-25 BRSR Indicator reference (‘E’ indicates Essential Indicator Sr. & ‘L’ indicates Leadership No.",Environmental,0.985909640789032,Positive,-0.492954820394516
UNILEVER,UNILEVER.pdf,Indicator) Description of Indicator 1 Section A – 20a Employees and workers (including differently abled) 2 Section A – 20b Differently abled Employees and workers 3 Section A – 21 Participation/Inclusion/Representation of women in BoD/ KMP 4 Section A – 22 Turnover rate for permanent employees and workers 5 Section A – 25 Complaints/Grievances on any of the principles (Principles 1 to 9) under the National Guidelines on Responsible Business Conduct 6 Section C – Principle 1 – E1 Percentage coverage by training and awareness programmes on any of the Principles during the financial year 7 Section C – Principle 1 – E6 Details of complaints with regard to conflict of interest 8 Section C – Principle 1 – L1 Awareness programmes conducted for value chain partners on any of the Principles during the financial year 9 Section C - Principle 2 - E2 (b) What percentage of inputs were sourced sustainably?,Social,0.8818715214729309,Neutral,0.1763743042945862
UNILEVER,UNILEVER.pdf,"(For Calendar Year 2024) 10 Section C - Principle 2 – L3 Percentage of recycled or reused input material to total material (by value) used in production (for manufacturing industry) or providing services (for service industry) 11 Section C – Principle 2 – L4 Of the products and packaging reclaimed at end of life of products, amount (in metric tonnes) reused, recycled, and safely disposed 12 Section C – Principle 2 – L5 Reclaimed products and their packaging materials (as percentage of products sold) for each product category 13 Section C – Principle 3 – E1 Details of measures for the well-being of employees and workers 14 Section C – Principle 3 – E2 Details of retirement benefits, for Current financial year (excluding amounts deducted and deposited with the authority) 15 Section C – Principle 3 – E5 Return to work and Retention rates of permanent employees and workers that took parental leave 16 Section C – Principle 3 – E7 Membership of employees and worker in association(s) or Unions recognised by the listed entity 08 HINDUSTAN UNILEVER LIMITED BRSR Indicator reference (‘E’ indicates Essential Indicator Sr. & ‘L’ indicates Leadership No.",Social,0.927683651447296,Neutral,0.1855367302894592
UNILEVER,UNILEVER.pdf,"Indicator) Description of Indicator 17 Section C – Principle 3 – E8 Details of training given to employees and workers 18 Section C – Principle 3 – E9 Details of performance and career development reviews of employees and workers 19 Section C – Principle 3 – E13 Number of Complaints on working conditions & Health safety made by employees and workers 20 Section C – Principle 3 – E14 Assessments for the year (Health and safety practices, Working Conditions) 21 Section C – Principle 3 – L3 Number of employees and workers having suffered high consequence work related injury / ill-health / fatalities, who have been rehabilitated and placed in suitable employment or whose family members have been placed in suitable employment 22 Section C – Principle 5 – E1 Number of Employees and workers who have been provided training on human rights issues and policies of the entity 23 Section C – Principle 5 – E2 Details of minimum wages paid to employees and workers 24 Section C – Principle 5 – E3 Details of remuneration/salary/wages on median remuneration 25 Section C – Principle 5 – E6 Number of Complaints on (Sexual Harassment, Discrimination at workplace, Child Labour, Forced Labour/Involuntary Labour, Wages and Other human rights related issues) made by employees and workers 26 Section C – Principle 5 – E10 Percentage of your plants and offices that were assessed (by entity or statutory authorities or third parties) on Sexual Harassment, Discrimination at workplace, Child Labour, Forced Labour/Involuntary Labour, Wages and Other human rights related issues.",Social,0.983027458190918,Neutral,0.1966054916381836
UNILEVER,UNILEVER.pdf,"27 Section C – Principle 6 – E6 Details of air emissions (other than GHG emissions) by the entity 28 Section C – Principle 6 – L1 Water withdrawal, consumption and discharge in areas of water stress (in kilolitres) 29 Section C – Principle 8 – E2 Information on project(s) for which ongoing Rehabilitation and Resettlement (R&R) is being undertaken by your entity 30 Section C – Principle 9 – E3 Number of consumer complaints in respect of Data Privacy, Advertising, Cyber- Security, Delivery of essential services, Restrictive Trade Practices, Unfair Trade Practices, Others 31 Section C – Principle 9 – E4 Details of instances of product recalls on account of safety issues INTEGRATED REPORT 2024-25 09 BBuussiinneessss RReessppoonnssiibbiilliittyy aanndd SSuussttaaiinnaabbiilliittyy RReeppoorrtt Section A - GENERAL DISCLOSURES At HUL, we are committed to unlocking a billion aspirations by leveraging our core strengths, driving innovation, and building an unbeatable portfolio.",Environmental,0.9877112507820128,Neutral,0.1975422501564026
UNILEVER,UNILEVER.pdf,"Our focus on sustainability is at the heart of our strategy, ensuring we lead the way in environmental stewardship, responsible sourcing and reducing our carbon footprint.",Environmental,0.9870952367782592,Neutral,0.1974190473556518
UNILEVER,UNILEVER.pdf,"By integrating sustainable practices into every aspect of our operations, we aim to create a positive impact on the planet while delivering consistent performance and growth.",Social,0.9411258101463318,Positive,-0.4705629050731659
UNILEVER,UNILEVER.pdf,"100+ ~8,200 Differently abled Employees Employees and Workers ~18,450 ~1,600 Workers Women on Shopfloor 10 HINDUSTAN UNILEVER LIMITED Our strategic priority is to unlock a billion aspirations, while aligning our business practices with the highest standards of sustainability and cutting-edge innovation.",Social,0.982541024684906,Positive,-0.491270512342453
UNILEVER,UNILEVER.pdf,"We are committed to embedding responsible business practices into our operational framework, thereby generating long-term value for our stakeholders and fostering environmental resilience.” Ritesh Tiwari Executive Director, Finance & IT and Chief Financial Officer I DETAILS OF THE LISTED ENTITY S. No.",Environmental,0.9656152725219728,Positive,-0.4828076362609863
